date,0
2023-10-26,10711.514
2023-10-27,10707.274
2023-10-28,10770.699
2023-10-29,10766.46
2023-10-30,10762.221
2023-10-31,10757.981
2023-11-01,10586.156
2023-11-02,10581.917
2023-11-03,10577.678
2023-11-04,10641.103
2023-11-05,10636.862
2023-11-06,10632.624
2023-11-07,10628.383
2023-11-08,10624.1455
2023-11-09,10619.904
2023-11-10,10615.667
2023-11-11,10679.091
2023-11-12,10674.852
2023-11-13,10670.612
2023-11-14,10666.373
2023-11-15,10662.134
2023-11-16,10657.894
2023-11-17,10653.653
2023-11-18,10717.08
2023-11-19,10712.84
2023-11-20,10708.601
2023-11-21,10704.362
2023-11-22,10700.122
2023-11-23,10695.883
2023-11-24,10691.643
2023-11-25,10755.069
2023-11-26,10750.829
2023-11-27,10746.589
2023-11-28,10742.351
2023-11-29,10738.109
2023-11-30,10733.87
2023-12-01,10567.433
2023-12-02,10630.858
2023-12-03,10626.618
2023-12-04,10622.38
2023-12-05,10618.14
2023-12-06,10613.901
2023-12-07,10609.661
2023-12-08,10605.423
2023-12-09,10668.847
2023-12-10,10664.606
2023-12-11,10660.368
2023-12-12,10656.129
2023-12-13,10651.89
2023-12-14,10647.649
2023-12-15,10643.41
2023-12-16,10706.836
2023-12-17,10702.595
2023-12-18,10698.356
2023-12-19,10694.116
2023-12-20,10689.878
2023-12-21,10685.638
2023-12-22,10681.399
2023-12-23,10744.823
2023-12-24,10740.583
2023-12-25,10736.345
2023-12-26,10732.1045
2023-12-27,10727.865
2023-12-28,10723.626
2023-12-29,10719.388
2023-12-30,10782.8125
2023-12-31,10778.573
